id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
264,7.01,10.0,1.2207,0.8759,7.0062,1.1847,0.8682,6.8046,-0.03599999999999981,-0.00770000000000004,-0.2016
42,17.0,10.0,2.1749,0.959,17.001,1.1376,0.8974,8.242,-1.0373,-0.06159999999999999,-8.759
285,13.0,10.0,1.2737,0.9793,13.0036,1.4589,0.9797,15.1292,0.18520000000000003,0.00040000000000006697,2.1256000000000004
255,4.07,10.0,1.2204,0.8367,4.0655,1.2148,0.8315,4.7376,-0.005599999999999827,-0.005199999999999982,0.6720999999999995
287,15.0,10.0,1.9281,0.9584,14.9991,1.6118,0.9289,13.3539,-0.3163,-0.02950000000000008,-1.6452000000000009
165,6.0,10.0,1.7469,0.9619,6.0039,1.4193,0.9295,4.3442,-0.3275999999999999,-0.032399999999999984,-1.6597
167,11.0,10.0,1.5746,0.885,11.003,1.0838,0.7538,2.8139,-0.4907999999999999,-0.13119999999999998,-8.1891
169,5.98,10.0,1.1369,0.8288,5.9837,1.1181,0.7043,4.1605,-0.018799999999999928,-0.12449999999999994,-1.8232
38,11.99,10.0,1.791,0.956,11.9926,1.7702,0.956,12.0287,-0.02079999999999993,0.0,0.03610000000000113
19,4.99,10.0,1.5963,0.9287,4.9907,1.0341,0.7809,-2.7031,-0.5622,-0.14779999999999993,-7.6938
102,2.0,10.0,1.238,0.8961,2.0033,1.0517,0.8091,0.6663,-0.1862999999999999,-0.08699999999999997,-1.3369999999999997
76,4.97,10.0,1.253,0.8677,4.9745,1.0465,0.7892,1.2012,-0.2064999999999999,-0.07850000000000001,-3.7733
261,5.99,10.0,1.2723,0.8923,5.9916,1.254,0.8868,9.5163,-0.018299999999999983,-0.005499999999999949,3.5246999999999993
214,5.0,10.0,1.7475,0.9772,4.9954,1.6449,0.9683,5.1432,-0.10260000000000002,-0.008899999999999908,0.14780000000000015
134,21.48,10.0,2.1005,0.944,21.4821,1.2515,0.8745,6.7781,-0.8489999999999998,-0.0694999999999999,-14.703999999999999
77,7.99,10.0,1.4632,0.903,7.9884,1.1973,0.8634,8.207,-0.2659,-0.03960000000000008,0.21860000000000035
300,1.94,10.0,1.122,0.8475,1.9391,1.0731,0.8228,3.3181,-0.048900000000000166,-0.024700000000000055,1.3789999999999998
14,8.02,10.0,1.2954,0.9424,8.0221,1.1554,0.9098,6.9294,-0.14000000000000012,-0.03259999999999996,-1.0926999999999998
34,7.97,10.0,1.2828,0.9332,7.9702,1.1733,0.8959,5.3407,-0.10949999999999993,-0.0373,-2.6295
105,9.03,10.0,1.3266,0.854,9.0305,1.0631,0.7172,3.51,-0.26350000000000007,-0.13680000000000003,-5.5205
173,15.0,10.0,1.8221,0.9522,15.0006,1.2508,0.831,4.8464,-0.5713000000000001,-0.12120000000000009,-10.1542
37,18.0,10.0,2.2917,0.9929,18.0023,1.4723,0.9447,10.476,-0.8194000000000001,-0.04820000000000002,-7.526300000000001
5,3.0,10.0,1.4102,0.9279,3.002,1.288,0.9137,4.5631,-0.12219999999999986,-0.01419999999999999,1.5611000000000006
112,3.0,10.0,1.3487,0.9654,2.9979,1.0511,0.8258,2.8601,-0.2976000000000001,-0.13960000000000006,-0.13779999999999992
161,8.02,10.0,1.2617,0.8886,8.0216,1.1926,0.8733,9.3659,-0.06909999999999994,-0.01529999999999998,1.3443000000000005
221,5.02,10.0,1.4509,0.8395,5.0153,1.383,0.8375,5.0485,-0.06790000000000007,-0.0020000000000000018,0.033199999999999896
234,2.0,10.0,1.1464,0.7516,1.9995,1.0759,0.7057,1.0939,-0.07050000000000001,-0.04590000000000005,-0.9056
54,19.0,10.0,1.6783,0.9713,19.0009,2.0135,0.9726,21.2711,0.33520000000000016,0.0012999999999999678,2.270199999999999
253,5.02,10.0,1.1776,0.8553,5.0168,1.0744,0.7938,5.7078,-0.10319999999999996,-0.0615,0.6909999999999998
82,15.01,10.0,1.596,0.9384,15.0086,1.3442,0.9033,13.0503,-0.2518,-0.03510000000000002,-1.9582999999999995
53,1.02,10.0,1.0598,0.6871,1.0152,1.0865,0.6895,3.3698,0.026699999999999946,0.0023999999999999577,2.3546
81,14.0,10.0,1.8167,0.9463,13.9993,1.2223,0.8719,3.9822,-0.5944,-0.07440000000000002,-10.0171
218,19.0,10.0,2.6182,0.9823,18.9992,2.0064,0.9789,18.9772,-0.6117999999999997,-0.0033999999999999586,-0.021999999999998465
206,13.01,10.0,1.4988,0.9398,13.0122,1.4196,0.9022,14.2744,-0.07919999999999994,-0.03759999999999997,1.2622
89,5.0,10.0,1.7183,0.9374,5.0,1.1099,0.8533,1.9458,-0.6083999999999998,-0.08410000000000006,-3.0542
80,18.0,10.0,1.89,0.9793,17.9958,1.356,0.9595,17.42,-0.5339999999999998,-0.01979999999999993,-0.5757999999999974
275,4.0,10.0,1.3016,0.8916,4.0028,1.3659,0.8949,4.1224,0.0642999999999998,0.0033000000000000806,0.11960000000000015
48,12.0,10.0,1.331,0.9255,12.0003,1.3843,0.8879,8.7953,0.053300000000000125,-0.03759999999999997,-3.205
210,9.08,10.0,1.3674,0.9574,9.0782,1.126,0.9086,7.6693,-0.24140000000000006,-0.048800000000000066,-1.408900000000001
117,18.01,10.0,2.167,0.963,18.006,1.5997,0.95,17.2174,-0.5672999999999999,-0.013000000000000012,-0.7885999999999989
9,18.0,10.0,2.5135,0.9844,17.9953,1.2199,0.8497,8.9997,-1.2936,-0.13470000000000004,-8.9956
228,11.03,10.0,2.1551,0.9729,11.0345,1.5636,0.9526,11.0088,-0.5914999999999999,-0.020299999999999985,-0.025699999999998724
130,19.01,10.0,2.4739,0.9878,19.0053,2.3508,0.9404,16.4936,-0.12309999999999999,-0.0474,-2.5116999999999976
43,8.03,10.0,1.1967,0.8393,8.0293,1.3002,0.8407,10.315,0.10349999999999993,0.0013999999999999568,2.2857000000000003
