id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
fileid_1,19.25,6.582,1.48,0.8735,5.894,1.48,0.8735,5.894,0.0,0.0,0.0
fileid_2,13.18,4.608,1.2758,0.9833,10.4098,1.2758,0.9833,10.4098,0.0,0.0,0.0
fileid_3,7.36,7.2,1.2227,0.8947,-0.3375,1.2227,0.8947,-0.3375,0.0,0.0,0.0
fileid_4,7.93,4.8,1.2719,0.885,6.2493,1.2719,0.885,6.2493,0.0,0.0,0.0
fileid_5,14.44,5.232,1.1637,0.8112,5.9944,1.1637,0.8112,5.9944,0.0,0.0,0.0
fileid_6,2.77,5.904,1.149,0.8561,0.5482,1.149,0.8561,0.5482,0.0,0.0,0.0
fileid_7,-1.2,5.796,1.1216,0.8072,-5.5964,1.1216,0.8072,-5.5964,0.0,0.0,0.0
fileid_8,0.55,5.904,1.1452,0.7653,-2.4533,1.1452,0.7653,-2.4533,0.0,0.0,0.0
fileid_9,11.01,6.12,2.6852,0.9932,9.7515,2.6852,0.9932,9.7515,0.0,0.0,0.0
fileid_10,15.41,7.128,1.5939,0.9485,14.3684,1.5939,0.9485,14.3684,0.0,0.0,0.0
fileid_11,3.15,7.056,1.3082,0.932,-1.8179,1.3082,0.932,-1.8179,0.0,0.0,0.0
fileid_12,12.92,8.892,1.5402,0.946,11.4859,1.5402,0.946,11.4859,0.0,0.0,0.0
fileid_13,12.05,7.308,1.3189,0.8448,7.16,1.3189,0.8448,7.16,0.0,0.0,0.0
fileid_14,0.84,7.392,1.212,0.6886,-0.7609,1.212,0.6886,-0.7609,0.0,0.0,0.0
fileid_15,-0.4,7.488,1.0869,0.6173,-2.5581,1.0869,0.6173,-2.5581,0.0,0.0,0.0
fileid_16,-3.56,6.552,1.2233,0.4772,-5.6829,1.2233,0.4772,-5.6829,0.0,0.0,0.0
fileid_17,13.81,6.228,1.0834,0.7805,-0.3674,1.0834,0.7805,-0.3674,0.0,0.0,0.0
fileid_18,18.48,5.94,1.2382,0.851,2.6239,1.2382,0.851,2.6239,0.0,0.0,0.0
fileid_19,-2.23,6.3,1.0331,0.6801,-7.3484,1.0331,0.6801,-7.3484,0.0,0.0,0.0
fileid_20,3.33,7.464,1.3337,0.8135,-1.7943,1.3337,0.8135,-1.7943,0.0,0.0,0.0
fileid_21,3.19,7.956,1.1166,0.7719,1.0091,1.1166,0.7719,1.0091,0.0,0.0,0.0
fileid_22,4.54,3.708,2.0902,0.9886,2.9689,2.0902,0.9886,2.9689,0.0,0.0,0.0
fileid_23,17.32,2.795,1.7716,0.9906,14.9694,1.7716,0.9906,14.9694,0.0,0.0,0.0
fileid_24,-4.08,6.12,1.0506,0.7559,-7.1655,1.0506,0.7559,-7.1655,0.0,0.0,0.0
fileid_25,-4.33,6.32,1.0302,0.6754,-4.8893,1.0302,0.6754,-4.8893,0.0,0.0,0.0
fileid_26,1.93,12.97,1.0361,0.7548,1.0088,1.0361,0.7548,1.0088,0.0,0.0,0.0
fileid_27,-0.85,6.7,1.0743,0.7552,-1.6079,1.0743,0.7552,-1.6079,0.0,0.0,0.0
fileid_28,5.62,6.11,1.4242,0.9561,4.3052,1.4242,0.9561,4.3052,0.0,0.0,0.0
fileid_29,8.35,7.11,1.6276,0.908,7.3852,1.6276,0.908,7.3852,0.0,0.0,0.0
fileid_30,4.46,6.16,1.8512,0.9413,3.6423,1.8512,0.9413,3.6423,0.0,0.0,0.0
fileid_31,-1.65,5.99,2.348,0.9665,-2.0315,2.348,0.9665,-2.0315,0.0,0.0,0.0
fileid_32,0.55,6.58,1.6229,0.9655,-0.0985,1.6229,0.9655,-0.0985,0.0,0.0,0.0
fileid_33,11.3,7.41,2.1318,0.9564,10.6098,2.1318,0.9564,10.6098,0.0,0.0,0.0
fileid_34,2.48,6.97,1.1378,0.8033,-0.3496,1.1378,0.8033,-0.3496,0.0,0.0,0.0
fileid_35,-0.67,6.36,1.1123,0.8652,-1.0929,1.1123,0.8652,-1.0929,0.0,0.0,0.0
fileid_36,12.43,7.0,1.9056,0.931,11.1965,1.9056,0.931,11.1965,0.0,0.0,0.0
fileid_37,14.09,7.8,2.4369,0.9976,13.5106,2.4369,0.9976,13.5106,0.0,0.0,0.0
fileid_38,-0.65,7.15,1.0435,0.7437,-1.3206,1.0435,0.7437,-1.3206,0.0,0.0,0.0
fileid_39,15.52,6.33,2.1045,0.9929,14.7361,2.1045,0.9929,14.7361,0.0,0.0,0.0
fileid_40,-1.23,6.83,1.0526,0.8195,-1.6987,1.0526,0.8195,-1.6987,0.0,0.0,0.0
fileid_41,11.36,14.7,2.1788,0.9905,10.5341,2.1788,0.9905,10.5341,0.0,0.0,0.0
fileid_42,16.97,3.17,1.4236,0.9013,16.2812,1.4236,0.9013,16.2812,0.0,0.0,0.0
fileid_43,13.8,6.02,1.4,0.9751,11.2974,1.4,0.9751,11.2974,0.0,0.0,0.0
fileid_44,0.4,3.49,1.0522,0.7456,-0.2379,1.0522,0.7456,-0.2379,0.0,0.0,0.0
fileid_45,2.21,7.98,1.0626,0.7831,-1.1054,1.0626,0.7831,-1.1054,0.0,0.0,0.0
fileid_46,19.03,7.89,1.5422,0.9388,12.3978,1.5422,0.9388,12.3978,0.0,0.0,0.0
fileid_47,13.4,6.89,2.6636,0.988,12.5744,2.6636,0.988,12.5744,0.0,0.0,0.0
fileid_48,5.14,6.54,1.6393,0.9323,4.3333,1.6393,0.9323,4.3333,0.0,0.0,0.0
fileid_49,0.75,6.18,1.0984,0.7296,0.1223,1.0984,0.7296,0.1223,0.0,0.0,0.0
fileid_50,3.47,9.3,1.1767,0.7688,3.0699,1.1767,0.7688,3.0699,0.0,0.0,0.0
fileid_51,1.14,13.06,1.0687,0.8465,-3.3449,1.0687,0.8465,-3.3449,0.0,0.0,0.0
fileid_52,2.94,3.25,1.0599,0.7829,-0.7213,1.0599,0.7829,-0.7213,0.0,0.0,0.0
fileid_53,18.85,3.203,1.3469,0.8506,1.0619,1.3469,0.8506,1.0619,0.0,0.0,0.0
fileid_54,15.65,6.16,3.4273,0.9989,14.5382,3.4273,0.9989,14.5382,0.0,0.0,0.0
fileid_55,13.9,3.671,1.7599,0.9546,12.3954,1.7599,0.9546,12.3954,0.0,0.0,0.0
fileid_56,19.96,7.36,2.3103,0.9784,18.4497,2.3103,0.9784,18.4497,0.0,0.0,0.0
fileid_57,11.04,3.0,1.4362,0.906,1.3293,1.4362,0.906,1.3293,0.0,0.0,0.0
fileid_58,-0.23,6.45,1.1502,0.9141,-1.7085,1.1502,0.9141,-1.7085,0.0,0.0,0.0
fileid_59,4.65,6.95,1.161,0.775,1.1803,1.161,0.775,1.1803,0.0,0.0,0.0
fileid_60,-1.85,6.18,1.0652,0.7347,-4.3454,1.0652,0.7347,-4.3454,0.0,0.0,0.0
fileid_61,1.82,7.68,1.3417,0.928,0.8767,1.3417,0.928,0.8767,0.0,0.0,0.0
fileid_62,12.77,6.43,1.2725,0.854,5.7837,1.2725,0.854,5.7837,0.0,0.0,0.0
fileid_63,14.41,2.69,1.6253,0.964,13.7916,1.6253,0.964,13.7916,0.0,0.0,0.0
fileid_64,10.42,7.09,1.4267,0.9541,9.4461,1.4267,0.9541,9.4461,0.0,0.0,0.0
fileid_65,16.25,2.949,1.2669,0.878,7.2494,1.2669,0.878,7.2494,0.0,0.0,0.0
fileid_66,19.71,7.01,1.2901,0.8769,3.6955,1.2901,0.8769,3.6955,0.0,0.0,0.0
fileid_67,1.46,7.1,1.1479,0.7575,0.7906,1.1479,0.7575,0.7906,0.0,0.0,0.0
fileid_68,10.87,7.65,1.3329,0.9178,4.966,1.3329,0.9178,4.966,0.0,0.0,0.0
fileid_69,13.28,7.16,2.2339,0.9728,11.8676,2.2339,0.9728,11.8676,0.0,0.0,0.0
fileid_70,15.33,7.74,1.8882,0.9629,14.1781,1.8882,0.9629,14.1781,0.0,0.0,0.0
fileid_71,9.39,7.08,1.4301,0.9401,5.215,1.4301,0.9401,5.215,0.0,0.0,0.0
fileid_72,2.18,6.48,1.655,0.939,-1.6038,1.655,0.939,-1.6038,0.0,0.0,0.0
fileid_73,-4.69,7.01,1.0523,0.609,-7.9532,1.0523,0.609,-7.9532,0.0,0.0,0.0
fileid_74,3.78,6.15,1.5041,0.9355,2.5944,1.5041,0.9355,2.5944,0.0,0.0,0.0
fileid_75,1.77,6.52,1.2078,0.8595,0.7906,1.2078,0.8595,0.7906,0.0,0.0,0.0
fileid_76,4.03,7.61,1.1819,0.8577,3.2368,1.1819,0.8577,3.2368,0.0,0.0,0.0
fileid_77,-3.3,6.23,1.0498,0.5295,-5.7307,1.0498,0.5295,-5.7307,0.0,0.0,0.0
fileid_78,14.59,6.57,2.6009,0.994,13.8713,2.6009,0.994,13.8713,0.0,0.0,0.0
fileid_79,13.53,6.16,2.542,0.9903,11.6606,2.542,0.9903,11.6606,0.0,0.0,0.0
fileid_80,16.67,6.27,1.4065,0.9076,4.9569,1.4065,0.9076,4.9569,0.0,0.0,0.0
fileid_81,17.44,7.85,1.83,0.9716,16.6858,1.83,0.9716,16.6858,0.0,0.0,0.0
fileid_82,7.26,14.56,1.2677,0.8309,6.0465,1.2677,0.8309,6.0465,0.0,0.0,0.0
fileid_83,5.8,6.2,1.3706,0.8454,4.9364,1.3706,0.8454,4.9364,0.0,0.0,0.0
fileid_84,18.53,7.73,2.9857,0.9918,17.5732,2.9857,0.9918,17.5732,0.0,0.0,0.0
fileid_85,17.15,6.03,2.7077,0.9899,16.5342,2.7077,0.9899,16.5342,0.0,0.0,0.0
fileid_86,-3.12,7.47,1.0441,0.6726,-5.8668,1.0441,0.6726,-5.8668,0.0,0.0,0.0
fileid_87,-1.8,7.56,1.1696,0.891,-2.5821,1.1696,0.891,-2.5821,0.0,0.0,0.0
fileid_88,11.15,7.25,1.5439,0.9285,10.3772,1.5439,0.9285,10.3772,0.0,0.0,0.0
fileid_89,-4.5,6.05,1.0522,0.7653,-7.7479,1.0522,0.7653,-7.7479,0.0,0.0,0.0
fileid_90,12.47,6.78,2.5929,0.9953,10.8577,2.5929,0.9953,10.8577,0.0,0.0,0.0
fileid_91,9.56,7.25,1.6157,0.983,8.3649,1.6157,0.983,8.3649,0.0,0.0,0.0
fileid_92,8.67,6.01,1.6773,0.9741,6.4585,1.6773,0.9741,6.4585,0.0,0.0,0.0
fileid_93,1.27,7.94,1.0917,0.7736,-3.2872,1.0917,0.7736,-3.2872,0.0,0.0,0.0
fileid_94,-1.42,13.53,1.2101,0.9466,-2.7579,1.2101,0.9466,-2.7579,0.0,0.0,0.0
fileid_95,4.49,6.78,1.1748,0.8958,2.9639,1.1748,0.8958,2.9639,0.0,0.0,0.0
fileid_96,7.45,9.52,1.3689,0.9146,1.8228,1.3689,0.9146,1.8228,0.0,0.0,0.0
fileid_97,5.09,5.09,2.578,0.9911,4.5809,2.578,0.9911,4.5809,0.0,0.0,0.0
fileid_98,12.99,2.86,1.3401,0.8915,12.4435,1.3401,0.8915,12.4435,0.0,0.0,0.0
fileid_99,16.48,4.44,1.6261,0.9266,16.1132,1.6261,0.9266,16.1132,0.0,0.0,0.0
fileid_100,-3.03,6.89,1.055,0.7927,-3.6128,1.055,0.7927,-3.6128,0.0,0.0,0.0
fileid_101,1.65,7.89,1.1396,0.825,0.6731,1.1396,0.825,0.6731,0.0,0.0,0.0
fileid_102,15.99,6.2,1.3216,0.8868,5.9515,1.3216,0.8868,5.9515,0.0,0.0,0.0
fileid_103,17.28,6.32,2.3392,0.9887,16.7092,2.3392,0.9887,16.7092,0.0,0.0,0.0
fileid_104,11.24,6.04,1.7055,0.9646,10.3529,1.7055,0.9646,10.3529,0.0,0.0,0.0
fileid_105,-0.01,6.97,1.0643,0.7734,-1.5156,1.0643,0.7734,-1.5156,0.0,0.0,0.0
fileid_106,4.44,3.288,1.0627,0.8056,3.3332,1.0627,0.8056,3.3332,0.0,0.0,0.0
fileid_107,5.33,7.35,1.185,0.8896,4.4984,1.185,0.8896,4.4984,0.0,0.0,0.0
fileid_108,15.62,6.22,1.1539,0.8299,2.1976,1.1539,0.8299,2.1976,0.0,0.0,0.0
fileid_109,15.13,5.87,1.4024,0.9023,6.5137,1.4024,0.9023,6.5137,0.0,0.0,0.0
fileid_110,-4.23,6.61,1.0605,0.7322,-4.7364,1.0605,0.7322,-4.7364,0.0,0.0,0.0
fileid_111,6.52,4.19,1.5499,0.9548,5.8792,1.5499,0.9548,5.8792,0.0,0.0,0.0
fileid_112,9.05,7.07,1.5099,0.9556,8.3766,1.5099,0.9556,8.3766,0.0,0.0,0.0
fileid_113,15.92,6.0,1.6291,0.9398,15.5423,1.6291,0.9398,15.5423,0.0,0.0,0.0
fileid_114,7.53,7.19,2.0275,0.9917,6.59,2.0275,0.9917,6.59,0.0,0.0,0.0
fileid_115,-2.45,5.479,1.2838,0.9147,-4.3425,1.2838,0.9147,-4.3425,0.0,0.0,0.0
fileid_116,-1.0,6.35,1.0657,0.7668,-1.8835,1.0657,0.7668,-1.8835,0.0,0.0,0.0
fileid_117,8.64,6.4,1.1345,0.8005,1.255,1.1345,0.8005,1.255,0.0,0.0,0.0
fileid_118,3.34,6.16,1.1973,0.855,1.628,1.1973,0.855,1.628,0.0,0.0,0.0
fileid_119,3.27,2.607,1.0649,0.705,-1.3587,1.0649,0.705,-1.3587,0.0,0.0,0.0
fileid_120,5.78,6.42,1.1159,0.7592,0.4056,1.1159,0.7592,0.4056,0.0,0.0,0.0
fileid_121,5.99,8.22,1.1299,0.7798,4.6539,1.1299,0.7798,4.6539,0.0,0.0,0.0
fileid_122,19.08,7.73,4.3313,0.9988,17.5628,4.3313,0.9988,17.5628,0.0,0.0,0.0
fileid_123,9.28,6.43,1.5087,0.9032,8.8641,1.5087,0.9032,8.8641,0.0,0.0,0.0
fileid_124,4.86,6.92,1.2999,0.9084,4.1851,1.2999,0.9084,4.1851,0.0,0.0,0.0
fileid_125,1.17,7.42,1.086,0.6962,0.3158,1.086,0.6962,0.3158,0.0,0.0,0.0
fileid_126,12.97,3.91,1.3442,0.911,9.5524,1.3442,0.911,9.5524,0.0,0.0,0.0
fileid_127,-2.64,6.29,1.0743,0.6811,-3.585,1.0743,0.6811,-3.585,0.0,0.0,0.0
fileid_128,1.04,3.8,1.0721,0.7544,-2.7555,1.0721,0.7544,-2.7555,0.0,0.0,0.0
fileid_129,5.06,5.83,1.1273,0.8547,-0.0348,1.1273,0.8547,-0.0348,0.0,0.0,0.0
fileid_130,7.95,6.57,1.1197,0.8629,6.7423,1.1197,0.8629,6.7423,0.0,0.0,0.0
fileid_131,10.38,7.44,1.4734,0.8595,9.6546,1.4734,0.8595,9.6546,0.0,0.0,0.0
fileid_132,16.01,6.74,1.6178,0.9355,15.4877,1.6178,0.9355,15.4877,0.0,0.0,0.0
fileid_133,7.96,6.6,1.2419,0.8752,3.6807,1.2419,0.8752,3.6807,0.0,0.0,0.0
fileid_134,2.09,7.45,1.339,0.9437,1.4176,1.339,0.9437,1.4176,0.0,0.0,0.0
fileid_135,2.93,10.27,1.0564,0.8059,-1.1177,1.0564,0.8059,-1.1177,0.0,0.0,0.0
fileid_136,5.03,6.7,1.1507,0.9121,2.1399,1.1507,0.9121,2.1399,0.0,0.0,0.0
fileid_137,4.05,7.79,1.0907,0.727,2.8629,1.0907,0.727,2.8629,0.0,0.0,0.0
fileid_138,-0.22,6.66,1.0508,0.7695,-4.3263,1.0508,0.7695,-4.3263,0.0,0.0,0.0
fileid_139,3.72,7.94,1.0424,0.7784,0.2244,1.0424,0.7784,0.2244,0.0,0.0,0.0
fileid_140,5.38,7.82,1.147,0.8783,4.3154,1.147,0.8783,4.3154,0.0,0.0,0.0
fileid_141,5.59,7.23,1.0454,0.8175,0.4553,1.0454,0.8175,0.4553,0.0,0.0,0.0
fileid_142,7.8,6.99,1.2048,0.8352,7.1219,1.2048,0.8352,7.1219,0.0,0.0,0.0
fileid_143,16.47,6.77,2.5519,0.991,10.4486,2.5519,0.991,10.4486,0.0,0.0,0.0
fileid_144,17.44,5.31,1.4849,0.9228,5.8769,1.4849,0.9228,5.8769,0.0,0.0,0.0
fileid_145,5.45,3.075,1.3199,0.876,4.2293,1.3199,0.876,4.2293,0.0,0.0,0.0
fileid_146,-3.66,7.82,1.0692,0.9051,-4.9299,1.0692,0.9051,-4.9299,0.0,0.0,0.0
fileid_147,17.31,7.17,2.0778,0.9948,16.7541,2.0778,0.9948,16.7541,0.0,0.0,0.0
fileid_148,-0.95,6.23,1.0548,0.835,-2.3361,1.0548,0.835,-2.3361,0.0,0.0,0.0
fileid_149,-0.23,7.34,1.0633,0.7721,-1.6549,1.0633,0.7721,-1.6549,0.0,0.0,0.0
fileid_150,2.66,7.02,1.0538,0.7766,-1.7065,1.0538,0.7766,-1.7065,0.0,0.0,0.0
fileid_151,18.12,7.53,1.553,0.978,17.2766,1.553,0.978,17.2766,0.0,0.0,0.0
fileid_152,4.86,7.52,1.0577,0.7922,-2.2732,1.0577,0.7922,-2.2732,0.0,0.0,0.0
fileid_153,4.14,6.57,1.1407,0.9089,3.2914,1.1407,0.9089,3.2914,0.0,0.0,0.0
fileid_154,8.3,7.43,1.1102,0.8404,4.6852,1.1102,0.8404,4.6852,0.0,0.0,0.0
fileid_155,1.25,6.13,1.0541,0.8175,-2.6133,1.0541,0.8175,-2.6133,0.0,0.0,0.0
fileid_156,-4.33,7.04,1.0515,0.7887,-5.6735,1.0515,0.7887,-5.6735,0.0,0.0,0.0
fileid_157,4.94,6.96,1.1195,0.8349,-0.0526,1.1195,0.8349,-0.0526,0.0,0.0,0.0
fileid_158,11.86,7.84,1.7941,0.9726,9.336,1.7941,0.9726,9.336,0.0,0.0,0.0
fileid_159,-0.26,3.546,1.0652,0.8026,-2.0054,1.0652,0.8026,-2.0054,0.0,0.0,0.0
fileid_160,11.07,7.49,1.8124,0.9591,8.8481,1.8124,0.9591,8.8481,0.0,0.0,0.0
fileid_161,8.74,6.42,1.2893,0.8574,7.3078,1.2893,0.8574,7.3078,0.0,0.0,0.0
fileid_162,0.2,7.16,1.1301,0.8815,-0.6991,1.1301,0.8815,-0.6991,0.0,0.0,0.0
fileid_163,16.17,7.37,1.283,0.8451,2.3989,1.283,0.8451,2.3989,0.0,0.0,0.0
fileid_164,1.97,7.41,1.0742,0.7415,-2.6243,1.0742,0.7415,-2.6243,0.0,0.0,0.0
fileid_165,0.69,7.66,1.095,0.7244,-1.1121,1.095,0.7244,-1.1121,0.0,0.0,0.0
fileid_166,6.73,7.39,1.553,0.9316,6.0168,1.553,0.9316,6.0168,0.0,0.0,0.0
fileid_167,-1.66,6.0,1.0781,0.7872,-2.5555,1.0781,0.7872,-2.5555,0.0,0.0,0.0
fileid_168,3.71,7.92,1.0699,0.7381,3.0037,1.0699,0.7381,3.0037,0.0,0.0,0.0
fileid_169,9.65,2.9,1.1426,0.8211,5.2187,1.1426,0.8211,5.2187,0.0,0.0,0.0
fileid_170,-0.37,2.864,1.07,0.6914,-4.4905,1.07,0.6914,-4.4905,0.0,0.0,0.0
fileid_171,15.41,6.32,1.3026,0.8706,6.2991,1.3026,0.8706,6.2991,0.0,0.0,0.0
fileid_172,-0.33,7.41,1.0546,0.7189,-1.2242,1.0546,0.7189,-1.2242,0.0,0.0,0.0
fileid_173,7.08,6.96,1.1023,0.7572,2.3781,1.1023,0.7572,2.3781,0.0,0.0,0.0
fileid_174,6.2,7.01,1.1546,0.8172,5.41,1.1546,0.8172,5.41,0.0,0.0,0.0
fileid_175,1.79,7.55,1.2018,0.9345,1.0815,1.2018,0.9345,1.0815,0.0,0.0,0.0
fileid_176,13.66,9.92,1.6493,0.9691,12.8911,1.6493,0.9691,12.8911,0.0,0.0,0.0
fileid_177,-0.64,6.07,1.0561,0.7869,-2.2024,1.0561,0.7869,-2.2024,0.0,0.0,0.0
fileid_178,16.76,4.2,1.3759,0.9246,3.7066,1.3759,0.9246,3.7066,0.0,0.0,0.0
fileid_179,14.35,7.35,1.6801,0.949,13.1296,1.6801,0.949,13.1296,0.0,0.0,0.0
fileid_180,0.06,6.66,1.1014,0.8987,-1.6514,1.1014,0.8987,-1.6514,0.0,0.0,0.0
fileid_181,11.6,6.9,1.2611,0.8288,1.9293,1.2611,0.8288,1.9293,0.0,0.0,0.0
fileid_182,19.36,3.38,2.2276,0.9575,18.2823,2.2276,0.9575,18.2823,0.0,0.0,0.0
fileid_183,4.91,3.035,1.2,0.8163,2.5585,1.2,0.8163,2.5585,0.0,0.0,0.0
fileid_184,7.04,6.38,1.2394,0.895,6.278,1.2394,0.895,6.278,0.0,0.0,0.0
fileid_185,-0.31,6.6,1.1428,0.8979,-1.292,1.1428,0.8979,-1.292,0.0,0.0,0.0
fileid_186,4.01,3.24,1.0898,0.8638,-1.0651,1.0898,0.8638,-1.0651,0.0,0.0,0.0
fileid_187,-2.5,6.25,1.0751,0.7784,-3.5823,1.0751,0.7784,-3.5823,0.0,0.0,0.0
fileid_188,-2.69,4.01,1.1397,0.8636,-3.3815,1.1397,0.8636,-3.3815,0.0,0.0,0.0
fileid_189,7.55,6.52,1.4254,0.9213,6.8482,1.4254,0.9213,6.8482,0.0,0.0,0.0
fileid_190,9.01,6.09,1.9191,0.9134,8.0584,1.9191,0.9134,8.0584,0.0,0.0,0.0
fileid_191,-4.68,6.99,1.0309,0.5882,-6.8388,1.0309,0.5882,-6.8388,0.0,0.0,0.0
fileid_192,16.83,6.21,2.3715,0.9696,15.9052,2.3715,0.9696,15.9052,0.0,0.0,0.0
fileid_193,-2.93,7.43,1.0669,0.5696,-3.9476,1.0669,0.5696,-3.9476,0.0,0.0,0.0
fileid_194,15.52,10.91,1.8066,0.8832,14.3805,1.8066,0.8832,14.3805,0.0,0.0,0.0
fileid_195,0.21,3.03,1.1715,0.7343,-1.2806,1.1715,0.7343,-1.2806,0.0,0.0,0.0
fileid_196,8.99,10.4,1.4007,0.8861,1.7967,1.4007,0.8861,1.7967,0.0,0.0,0.0
fileid_197,19.36,2.778,1.4819,0.8347,17.204,1.4819,0.8347,17.204,0.0,0.0,0.0
fileid_198,14.08,6.08,1.1905,0.8401,3.1371,1.1905,0.8401,3.1371,0.0,0.0,0.0
fileid_199,13.53,7.02,1.5575,0.8859,12.1471,1.5575,0.8859,12.1471,0.0,0.0,0.0
fileid_200,4.56,7.11,1.1941,0.8264,4.2247,1.1941,0.8264,4.2247,0.0,0.0,0.0
fileid_201,-4.51,6.76,1.0424,0.6254,-7.0944,1.0424,0.6254,-7.0944,0.0,0.0,0.0
fileid_202,11.92,7.87,1.4541,0.927,3.6533,1.4541,0.927,3.6533,0.0,0.0,0.0
fileid_203,4.48,7.56,1.275,0.8762,-0.5455,1.275,0.8762,-0.5455,0.0,0.0,0.0
fileid_204,-4.34,8.82,1.0284,0.5764,-7.5465,1.0284,0.5764,-7.5465,0.0,0.0,0.0
fileid_205,12.48,9.18,1.3977,0.9311,10.862,1.3977,0.9311,10.862,0.0,0.0,0.0
fileid_206,14.43,6.96,1.9302,0.9799,13.2008,1.9302,0.9799,13.2008,0.0,0.0,0.0
fileid_207,7.23,6.36,1.5687,0.9383,6.2466,1.5687,0.9383,6.2466,0.0,0.0,0.0
fileid_208,1.27,9.96,1.0846,0.7475,-0.0184,1.0846,0.7475,-0.0184,0.0,0.0,0.0
fileid_209,5.2,8.34,1.6427,0.9565,3.392,1.6427,0.9565,3.392,0.0,0.0,0.0
fileid_210,11.54,7.139,1.3063,0.9137,9.9609,1.3063,0.9137,9.9609,0.0,0.0,0.0
fileid_211,14.94,8.039,1.2138,0.8293,1.9986,1.2138,0.8293,1.9986,0.0,0.0,0.0
fileid_212,7.1,8.4,1.1339,0.844,-0.2463,1.1339,0.844,-0.2463,0.0,0.0,0.0
fileid_213,13.41,10.2,1.5677,0.9473,12.4427,1.5677,0.9473,12.4427,0.0,0.0,0.0
fileid_214,7.14,10.92,1.1016,0.8273,-2.9238,1.1016,0.8273,-2.9238,0.0,0.0,0.0
fileid_215,19.68,8.7,1.3634,0.929,7.4044,1.3634,0.929,7.4044,0.0,0.0,0.0
fileid_216,19.59,7.14,1.5224,0.9165,8.4169,1.5224,0.9165,8.4169,0.0,0.0,0.0
fileid_217,8.1,9.179,1.4937,0.9402,6.9123,1.4937,0.9402,6.9123,0.0,0.0,0.0
fileid_218,9.51,8.7,1.0722,0.703,-0.0191,1.0722,0.703,-0.0191,0.0,0.0,0.0
fileid_219,0.32,10.621,1.0392,0.6822,-0.7232,1.0392,0.6822,-0.7232,0.0,0.0,0.0
fileid_220,14.73,9.18,1.4135,0.9449,13.3246,1.4135,0.9449,13.3246,0.0,0.0,0.0
fileid_221,0.72,7.2,1.0885,0.7716,-0.7599,1.0885,0.7716,-0.7599,0.0,0.0,0.0
fileid_222,13.24,9.361,1.7405,0.9722,10.567,1.7405,0.9722,10.567,0.0,0.0,0.0
fileid_223,12.57,8.6,1.4092,0.8986,5.9641,1.4092,0.8986,5.9641,0.0,0.0,0.0
fileid_224,1.38,8.821,1.1438,0.8735,0.6031,1.1438,0.8735,0.6031,0.0,0.0,0.0
fileid_225,4.95,8.28,1.1734,0.8793,3.8187,1.1734,0.8793,3.8187,0.0,0.0,0.0
fileid_226,16.44,8.76,1.2218,0.8445,0.9312,1.2218,0.8445,0.9312,0.0,0.0,0.0
fileid_227,19.64,8.581,2.2898,0.9875,18.7811,2.2898,0.9875,18.7811,0.0,0.0,0.0
fileid_228,17.21,9.279,1.3298,0.9099,6.6422,1.3298,0.9099,6.6422,0.0,0.0,0.0
fileid_229,1.26,9.06,1.0473,0.7013,-3.9762,1.0473,0.7013,-3.9762,0.0,0.0,0.0
fileid_230,5.34,8.34,1.0736,0.8383,4.4293,1.0736,0.8383,4.4293,0.0,0.0,0.0
fileid_231,6.66,7.021,1.2159,0.841,1.089,1.2159,0.841,1.089,0.0,0.0,0.0
fileid_232,2.81,9.541,1.2848,0.8862,1.6435,1.2848,0.8862,1.6435,0.0,0.0,0.0
fileid_233,-1.58,9.661,1.0951,0.7709,-2.5577,1.0951,0.7709,-2.5577,0.0,0.0,0.0
fileid_234,9.09,7.44,1.0807,0.8181,1.7649,1.0807,0.8181,1.7649,0.0,0.0,0.0
fileid_235,18.28,9.48,2.166,0.9723,16.6307,2.166,0.9723,16.6307,0.0,0.0,0.0
fileid_236,13.21,8.401,1.5922,0.96,12.0222,1.5922,0.96,12.0222,0.0,0.0,0.0
fileid_237,14.65,9.06,1.4535,0.9347,13.6066,1.4535,0.9347,13.6066,0.0,0.0,0.0
fileid_238,-0.91,9.841,1.092,0.7967,-2.7769,1.092,0.7967,-2.7769,0.0,0.0,0.0
fileid_239,17.74,8.041,1.7821,0.9728,16.655,1.7821,0.9728,16.655,0.0,0.0,0.0
fileid_240,-2.85,10.26,1.0609,0.5797,-3.456,1.0609,0.5797,-3.456,0.0,0.0,0.0
fileid_241,5.09,6.959,1.1299,0.7892,-0.6213,1.1299,0.7892,-0.6213,0.0,0.0,0.0
fileid_242,2.05,6.72,1.1934,0.8968,-1.8895,1.1934,0.8968,-1.8895,0.0,0.0,0.0
fileid_243,0.12,7.74,1.1865,0.867,-1.1192,1.1865,0.867,-1.1192,0.0,0.0,0.0
fileid_244,-3.01,8.1,1.0802,0.8005,-4.3291,1.0802,0.8005,-4.3291,0.0,0.0,0.0
fileid_245,3.72,8.699,1.2284,0.8836,0.2213,1.2284,0.8836,0.2213,0.0,0.0,0.0
fileid_246,9.5,9.0,1.2358,0.9082,2.6841,1.2358,0.9082,2.6841,0.0,0.0,0.0
fileid_247,2.72,10.26,1.227,0.8691,1.7169,1.227,0.8691,1.7169,0.0,0.0,0.0
